Category,Items,Quantity,Restaurant,Route,Date,Destination Address,,,,,,,,,,,,,,,,, 
SAUCE,Sriracha Sauce 1 x 1gal,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Sweet Potato, Wedge 50 x 1lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Tarragon Mustard Sauce 1 x 1gal,1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",4,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",5,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",3,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",4,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",4,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",3,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",3,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",2,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",3,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",3,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Kitchen Sink Cookie, Batter 1 x 1.5lb",8,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Broccoli, Floret 30 x 1lb",1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
CHEMICAL,"Allergen Label, Treenut 1 x 1each",10,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
CHEMICAL,"Allergen Label, Treenut 1 x 1each",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
CHEMICAL,"Allergen Label, Treenut 1 x 1each",2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
CHEMICAL,"Allergen Label, Treenut 1 x 1each",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
CHEMICAL,"Allergen Label, Treenut 1 x 1each",3,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",5,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",4,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",5,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",4,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",3,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",4,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",3,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",2,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",3,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
DELETE,"Carrot, Loose 25 x 1lb",3,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
